estimate_number,estimate_date,customer_name,salesperson,estimate_subtotal,estimate_status,estimate_zoho_id,salesorder_number,salesorder_date,salesorder_status,salesorder_subtotal,so_dead_cost_total,so_dead_profit,so_profit,so_salesperson,salesorder_zoho_id,package_count,package_numbers,package_carriers,package_tracking_numbers,package_statuses,package_total_shipping_charge,po_count,dropship_count,po_vendors,dropship_vendors,po_statuses,po_total_cost,invoice_number,invoice_date,invoice_due_date,invoice_status,invoice_subtotal,invoice_dead_cost_total,invoice_dead_profit,invoice_profit,invoice_vig_rate,invoice_margin_pct,invoice_commission,invoice_balance,invoice_cc_fees,invoice_actual_shipping_cost,is_written_off,written_off_date,paid_in_full_date,invoice_zoho_id,payment_count,total_payments_received,payment_modes,last_payment_date
,,J R TROTTER EXCAVATION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4352,2020-07-27,2020-08-26,paid,110.28,44.10,66.18,47.99,1.30,48.01,23.99,0.00,4.96,,,,31 Aug 2020,1254360000004186500,1,124.72,AUTHORIZE.NET,2020-08-31
,,KORELLIS ROOFING INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4351,2020-07-27,2020-08-26,paid,184.60,71.00,113.60,83.99,1.30,50.00,42.00,0.00,8.31,,,,27 Jul 2020,1254360000004186319,1,204.60,AUTHORIZE.NET,2020-07-27
,,TRIPI'S LANDSCAPING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4350,2020-07-27,2020-08-26,paid,299.99,165.00,134.99,83.99,1.00,45.00,42.00,0.00,13.50,,,,11 Aug 2020,1254360000004186253,1,320.99,AUTHORIZE.NET,2020-08-11
,,TITAN DIAMOND USA,ASHLEY ROWLEY,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4348,2020-07-21,2020-07-21,paid,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,,,,1254360000004114381,0,0.00,,
,,KOHLER CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4347,2020-07-21,2020-08-20,paid,2514.57,1512.28,1002.29,459.45,1.00,39.86,229.73,0.00,113.16,,,,21 Jul 2020,1254360000004114007,1,2634.07,AUTHORIZE.NET,2020-07-21
,,BRANNON'S HARDSCAPES,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4346,2020-07-20,2020-08-19,paid,0.00,100.07,-100.07,-100.07,1.00,0.00,-50.03,0.00,0.00,,,,,1254360000004087959,0,0.00,,
,,WARFIELD MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4345,2020-07-20,2020-08-19,paid,599.98,272.00,327.98,219.38,1.00,54.67,109.69,0.00,27.00,,,,27 Jul 2020,1254360000004087899,1,599.98,AUTHORIZE.NET,2020-07-27
,,CEMENT CUTTING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4344,2020-07-20,2020-08-19,paid,976.00,692.85,283.15,283.15,1.00,29.01,141.57,0.00,0.00,,,,25 Sep 2020,1254360000004087833,1,1092.92,CHECK,2020-09-25
,,THE YARD,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4343,2020-07-20,2020-08-19,paid,2500.00,1977.32,522.68,310.28,1.00,20.91,155.14,0.00,0.00,,,,09 Oct 2020,1254360000004087727,1,2500.00,CHECK,2020-10-09
,,WACKERLE SERVICES,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4342,2020-07-17,2020-08-16,void,180.00,154.20,25.80,-20.46,1.30,,-10.23,219.21,,39.21,,,,1254360000004061671,0,0.00,,
,,W. F. MAGANN CORPORATION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4341,2020-07-17,2020-08-16,paid,299.97,94.50,205.47,177.12,1.30,59.05,88.56,0.00,0.00,,,,18 Aug 2020,1254360000004061647,1,322.92,CHECK,2020-08-18
,,SCHOLZ CONTRACTING LLC,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4340,2020-07-17,2020-08-16,paid,199.00,88.00,111.00,75.64,1.30,42.51,37.82,0.00,8.96,,,,23 Jul 2020,1254360000004061589,1,248.10,AUTHORIZE.NET,2020-07-23
,,FLORIDA AUTO SALES & REPAIR,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4339,2020-07-17,2020-08-16,paid,216.00,136.08,79.92,29.38,1.30,18.10,14.69,0.00,9.72,,,,18 Aug 2020,1254360000004061529,1,255.83,AUTHORIZE.NET,2020-08-18
,,BATEYS CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4338,2020-07-17,2020-08-16,paid,187.98,63.00,124.98,106.08,1.30,56.43,53.04,0.00,0.00,,,,27 Aug 2020,1254360000004061497,2,209.11,CHECK,2020-08-27
,,HOME SAFETY SOLUTIONS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4337,2020-07-17,2020-08-16,paid,431.68,194.70,236.98,178.57,1.30,41.37,89.29,0.00,0.00,,,,27 Jul 2020,1254360000004061365,1,461.84,CHECK,2020-07-27
,,DNR *** WILVER PAVERS (DNR PER MONTY),MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4336,2020-07-17,2020-08-16,paid,450.00,200.00,250.00,175.75,1.00,55.56,87.88,0.00,20.25,,,,31 Aug 2020,1254360000004061222,1,507.60,AUTHORIZE.NET,2020-08-31
,,DON JACKSON EXCAVATION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4335,2020-07-17,2020-08-16,paid,1439.94,541.00,898.94,683.84,1.30,51.99,341.92,0.00,64.80,,,,17 Jul 2020,1254360000004061009,1,1455.36,AUTHORIZE.NET,2020-07-17
,,TIDE CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4334,2020-07-16,2020-08-15,paid,1799.88,378.00,1421.88,1227.49,1.00,79.00,613.74,0.00,80.99,,,,16 Jul 2020,1254360000004053303,1,1825.23,AUTHORIZE.NET,2020-07-16
,,STERCHI CONSTRUCTION,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4333,2020-07-16,2020-08-15,void,270.00,156.08,113.92,73.10,1.30,,36.55,315.39,,45.39,,,,1254360000004053137,0,0.00,,
,,THE WORLD OF MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4332,2020-07-15,2020-08-14,paid,1079.94,532.96,546.98,350.49,1.00,50.65,175.25,0.00,48.60,,,,15 Jul 2020,1254360000004030213,1,1228.30,AUTHORIZE.NET,2020-07-15
,,MICHAEL MCDONALD,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4331,2020-07-14,2020-07-14,paid,800.00,400.00,400.00,244.00,1.00,50.00,122.00,0.00,36.00,,,,15 Jul 2020,1254360000004030045,1,800.00,AUTHORIZE.NET,2020-07-15
,,D.C. BURBACH INC.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4330,2020-07-10,2020-08-09,paid,3899.82,1682.54,2217.28,1543.03,1.00,56.86,771.51,0.00,175.49,,,,16 Jul 2020,1254360000004016735,1,3899.82,AUTHORIZE.NET,2020-07-16
,,CRETE APPEAL LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4329,2020-07-10,2020-08-09,paid,251.72,120.84,130.88,83.30,1.30,37.59,41.65,0.00,11.33,,,,10 Jul 2020,1254360000004016587,1,271.06,AUTHORIZE.NET,2020-07-10
,,JRDS CONTRACTING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4328,2020-07-10,2020-08-09,paid,0.00,20.00,-20.00,-20.00,1.00,0.00,-10.00,0.00,0.00,,,,,1254360000004016561,0,0.00,,
,,DAS-CO OF IDAHO INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4327,2020-07-10,2020-08-09,paid,199.99,108.00,91.99,65.59,1.30,32.80,32.80,0.00,0.00,,,,27 Jul 2020,1254360000004016499,1,220.71,CHECK,2020-07-27
,,HERCO CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4326,2020-07-10,2020-08-09,paid,445.00,224.00,221.00,139.78,1.00,49.66,69.89,0.00,20.02,,,,21 Aug 2020,1254360000004016433,1,480.92,AUTHORIZE.NET,2020-08-21
,,CURRAN CONTRACTING COMPANY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4325,2020-07-10,2020-08-09,paid,199.99,108.00,91.99,56.59,1.30,32.80,28.30,0.00,9.00,,,,30 Jul 2020,1254360000004016367,1,221.70,AUTHORIZE.NET,2020-07-30
,,NOAH ALL CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4324,2020-07-10,2020-08-09,paid,424.75,96.25,328.50,280.51,1.00,77.34,140.26,0.00,19.11,,,,21 Jul 2020,1254360000004016317,1,459.99,AUTHORIZE.NET,2020-07-21
,,GHILOTTI BROS.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4323,2020-07-10,2020-08-09,paid,4539.32,1679.80,2859.52,2151.31,1.00,62.99,1075.66,0.00,204.27,,,,20 Jul 2020,1254360000004016199,1,5004.48,AUTHORIZE.NET,2020-07-20
,,WARFIELD MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4322,2020-07-07,2020-08-06,paid,531.28,249.40,281.88,199.65,1.00,53.06,99.83,0.00,23.91,,,,27 Jul 2020,1254360000003979059,1,531.28,AUTHORIZE.NET,2020-07-27
,,"SILVA CONSTRUCTION, INC.",MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4321,2020-07-07,2020-08-06,paid,7199.88,3861.66,3338.22,3338.22,1.00,46.36,1669.11,0.00,0.00,,,,23 Jul 2020,1254360000003979005,1,7164.20,CHECK,2020-07-23
,,ROCK SOLID CONCRETE LLP,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4320,2020-07-06,2020-08-05,paid,1049.84,630.16,419.68,242.63,1.30,23.11,121.32,0.00,0.00,,,,24 Jul 2020,1254360000003957120,1,1168.06,CHECK,2020-07-24
,,MICHAEL MCDONALD,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4319,2020-07-06,2020-07-09,paid,800.00,400.00,400.00,244.00,1.00,50.00,122.00,0.00,36.00,,,,07 Jul 2020,1254360000003957086,1,800.00,AUTHORIZE.NET,2020-07-07
,,SMOOTH AS GLASS CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4318,2020-07-06,2020-08-05,paid,0.00,67.75,-67.75,-70.08,1.00,0.00,-35.04,0.00,0.00,,,,,1254360000003960177,0,0.00,,
,,JOE MULCAIRE CONTRACTING,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4317,2020-07-06,2020-08-05,paid,217.98,95.00,122.98,84.67,1.30,43.34,42.34,0.00,9.81,,,,08 Aug 2020,1254360000003960153,1,253.91,PayPal,2020-08-08
,,WALKER STONE WORKS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4315,2020-07-02,2020-08-01,paid,2220.00,1484.56,735.44,202.17,1.30,13.61,101.09,0.00,99.90,,,,02 Jul 2020,1254360000003908842,1,2392.05,AUTHORIZE.NET,2020-07-02
,,CULY CONTRACTING,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4314,2020-07-02,2020-08-01,paid,1506.00,791.72,714.28,540.91,1.30,40.42,270.45,0.00,67.77,,,,02 Jul 2020,1254360000003908242,1,1571.48,AUTHORIZE.NET,2020-07-02
,,J & S FLATWORK,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4313,2020-07-02,2020-08-01,void,261.61,110.78,150.83,117.60,1.30,,58.80,295.51,,33.90,,,,1254360000003908081,0,0.00,,
,,TOM EVANS MASONRY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4312,2020-07-01,2020-07-31,paid,285.98,160.84,125.14,76.02,1.30,31.08,38.01,0.00,12.87,,,,18 Sep 2020,1254360000003892559,2,316.22,AUTHORIZE.NET,2020-09-18
,,SOUTHERN EXCAVATING & TRUCKING INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4311,2020-07-01,2020-07-31,paid,660.00,342.15,317.85,197.51,1.30,,98.75,0.00,29.70,122.19,,,,1254360000003892495,1,782.19,AUTHORIZE.NET,2020-07-05
,,GHILOTTI BROS.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4310,2020-07-01,2020-07-31,paid,2500.00,1510.50,989.50,423.85,1.00,39.58,211.93,0.00,112.50,,,,09 Jul 2020,1254360000003892416,1,2788.22,AUTHORIZE.NET,2020-07-09
,,MICHAEL MCDONALD,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4309,2020-07-01,2020-07-01,paid,700.00,350.00,350.00,213.50,1.00,50.00,106.75,0.00,31.50,,,,01 Jul 2020,1254360000003892370,1,700.00,AUTHORIZE.NET,2020-07-01
,,KNUDSON MASONRY,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4308,2020-07-01,2020-07-31,paid,297.98,142.00,155.98,119.38,1.30,40.06,59.69,0.00,0.00,,,,30 Jul 2020,1254360000003892196,1,322.49,CHECK,2020-07-30
,,LESTER CONCRETE CONSTRUCTION AND EXCAVATION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4307,2020-07-01,2020-07-01,paid,229.60,54.25,175.35,148.74,1.30,69.28,74.37,0.00,10.33,,,,02 Jul 2020,1254360000003892130,1,255.87,AUTHORIZE.NET,2020-07-02
,,DNR *** TRUJILLO CONCRETE AND BUILDING LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4306,2020-07-01,2020-08-30,paid,257.13,162.50,94.63,40.31,1.30,20.18,20.15,0.00,11.57,,,,20 Sep 2020,1254360000003892070,1,284.66,PayPal,2020-09-20
,,EARTH CONCRETE LTD,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4305,2020-07-01,2020-07-31,paid,697.56,198.00,499.56,408.77,1.30,63.10,204.38,0.00,31.39,,,,02 Jul 2020,1254360000003892013,1,804.21,AUTHORIZE.NET,2020-07-02
,,HIGHWAY 19 CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4304,2020-06-29,2020-07-29,paid,1239.12,590.44,648.68,427.79,1.30,39.02,213.89,0.00,55.76,,,,02 Jul 2020,1254360000003865079,1,1339.66,AUTHORIZE.NET,2020-07-02
,,"SILVA CONSTRUCTION, INC.",MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4303,2020-06-29,2020-07-29,paid,0.00,215.30,-215.30,-261.89,1.00,0.00,-130.94,0.00,0.00,,,,,1254360000003865017,0,0.00,,
,,NAPA/ACC,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4302,2020-06-29,2020-06-29,paid,849.58,409.60,439.98,284.87,1.00,51.79,142.43,0.00,38.23,,,,29 Jun 2020,1254360000003852753,1,942.15,AUTHORIZE.NET,2020-06-29
,,TWIN CITY OUTDOOR SERVICES,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4301,2020-06-26,2020-07-26,paid,299.97,181.26,118.71,64.33,1.30,21.45,32.17,0.00,0.00,,,,16 Jul 2020,1254360000003815446,1,336.90,CHECK,2020-07-16
,,FERNANDO'S CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4300,2020-06-26,2020-07-26,paid,285.96,196.62,89.34,17.49,1.30,10.61,8.74,0.00,12.87,,,,27 Jul 2020,1254360000003815348,1,327.01,AUTHORIZE.NET,2020-07-27
,,INDY CONCRETE,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4299,2020-06-26,2020-07-26,paid,240.00,98.00,142.00,101.80,1.30,46.92,50.90,0.00,10.80,,,,02 Sep 2020,1254360000003815200,1,258.00,AUTHORIZE.NET,2020-09-02
,,M & M CONSTRUCTION,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4298,2020-06-25,2020-07-25,paid,0.00,20.00,-20.00,-20.00,1.30,,-10.00,0.00,0.00,0.00,,,,1254360000003781459,0,0.00,,
,,DAVID LEECH CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4297,2020-06-25,2020-07-25,paid,639.94,317.00,322.94,205.04,1.00,50.46,102.52,0.00,28.80,,,,29 Jun 2020,1254360000003781397,1,677.46,PayPal,2020-06-29
,,SCHWARTZ BROTHERS MASONRY,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4296,2020-06-25,2020-07-25,paid,359.88,128.00,231.88,183.29,1.00,64.43,91.64,0.00,16.19,,,,02 Jul 2020,1254360000003781331,1,387.80,AUTHORIZE.NET,2020-07-02
,,H CONSTRUCTION LLC,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4295,2020-06-25,2020-07-25,paid,1710.00,836.00,874.00,623.20,1.30,36.44,311.60,0.00,0.00,,,,27 Jul 2020,1254360000003781215,1,1775.58,CHECK,2020-07-27
,,ELEMENTAL STONE DESIGN,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4294,2020-06-24,2020-07-24,paid,411.52,146.24,265.28,202.89,1.30,53.80,101.44,0.00,18.52,,,,27 Jun 2020,1254360000003800004,1,444.66,AUTHORIZE.NET,2020-06-27
,,TONYS CONCRETE,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4293,2020-06-24,2020-07-24,paid,189.00,89.25,99.75,64.47,1.30,38.61,32.23,0.00,8.50,,,,26 Aug 2020,1254360000003784954,1,189.00,AUTHORIZE.NET,2020-08-26
,,HOME SAFETY SOLUTIONS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4292,2020-06-24,2020-07-24,paid,368.71,157.00,211.71,170.61,1.30,46.27,85.30,0.00,0.00,,,,13 Jul 2020,1254360000003784890,1,403.71,CHECK,2020-07-13
,,COHEN CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4291,2020-06-24,2020-07-24,paid,2250.00,1570.00,680.00,215.00,1.00,30.22,107.50,0.00,0.00,,,,27 Jul 2020,1254360000003784826,1,2250.00,CHECK,2020-07-27
,,LEGENDARY ESCAPES,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4290,2020-06-23,2020-07-23,paid,137.00,48.60,88.40,67.65,1.30,53.88,33.83,0.00,6.17,,,,23 Jun 2020,1254360000003760879,1,154.42,AUTHORIZE.NET,2020-06-23
,,LEGENDARY ESCAPES,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4289,2020-06-23,2020-07-23,paid,296.00,114.00,182.00,140.48,1.30,51.96,70.24,0.00,13.32,,,,23 Jun 2020,1254360000003760802,1,329.21,AUTHORIZE.NET,2020-06-23
,,UNIQUE CONCRETE CREATIONS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4288,2020-06-23,2020-07-23,paid,259.94,114.60,145.34,99.26,1.30,,49.63,0.00,11.70,17.52,,,,1254360000003760535,1,300.20,AUTHORIZE.NET,2020-08-06
,,AZTECA CONCRETE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4287,2020-06-23,2020-07-23,paid,16.32,62.00,-62.00,-64.28,1.00,,-32.14,0.00,0.00,16.32,,,,1254360000003760465,1,16.32,CHECK,2020-07-06
,,LP CONSTRUCTION,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4286,2020-06-23,2020-07-23,paid,89.00,35.00,54.00,43.50,1.30,48.88,21.75,0.00,0.00,,,,03 Aug 2020,1254360000003760403,1,117.45,CHECK,2020-08-03
,,MAX CONCRETE,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4285,2020-06-23,2020-06-23,paid,564.00,269.00,295.00,223.42,1.30,44.11,111.71,0.00,25.38,,,,23 Jun 2020,1254360000003760333,1,570.01,AUTHORIZE.NET,2020-06-23
,,GNK CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4284,2020-06-23,2020-07-23,void,1199.88,418.00,781.88,781.88,1.00,,390.94,1284.45,,84.57,,,,1254360000003760295,0,0.00,,
,,MICHAEL MCDONALD,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4283,2020-06-22,2020-06-22,paid,800.00,400.00,400.00,244.00,1.00,50.00,122.00,0.00,36.00,,,,22 Jun 2020,1254360000003754031,1,800.00,AUTHORIZE.NET,2020-06-22
,,SB CONCRETE INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4282,2020-06-22,2020-07-22,paid,1999.75,1537.00,462.75,202.66,1.30,14.63,101.33,0.00,89.99,,,,22 Jun 2020,1254360000003739748,1,2147.57,AUTHORIZE.NET,2020-06-22
,,SABINO CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4281,2020-06-22,2020-07-22,paid,275.98,121.32,154.66,128.74,1.30,,64.37,0.00,12.42,54.39,,,,1254360000003739684,1,330.37,AUTHORIZE.NET,2020-08-14
,,WILD DESERT LANDSCAPING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4280,2020-06-22,2020-08-21,paid,1050.00,541.00,509.00,311.45,1.00,,155.72,0.00,47.25,99.75,,,,1254360000003739616,1,1149.75,AUTHORIZE.NET,2020-07-20
,,CEMENT CUTTING,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4279,2020-06-22,2020-07-22,paid,919.91,283.00,636.91,558.01,1.00,69.24,279.00,0.00,0.00,,,,24 Aug 2020,1254360000003739433,1,969.66,CHECK,2020-08-24
,,AAA MASONRY,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4278,2020-06-22,2020-07-22,paid,40.00,22.68,17.32,8.72,1.30,,4.36,0.00,1.80,25.52,,,,1254360000003739356,1,40.00,AUTHORIZE.NET,2020-09-09
,,INDY CONCRETE,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4277,2020-06-22,2020-07-22,paid,220.00,76.32,143.68,143.68,1.30,65.31,71.84,0.00,0.00,,,,14 Aug 2020,1254360000003739292,1,247.46,CHECK,2020-08-14
,,TAYLOR MADE TILE,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4276,2020-06-22,2020-07-22,paid,408.00,225.72,182.28,96.20,1.30,28.08,48.10,0.00,18.36,,,,25 Jun 2020,1254360000003739219,1,399.17,AUTHORIZE.NET,2020-06-25
,,JR'S EQUIPMENT,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4275,2020-06-22,2020-07-22,paid,275.94,136.08,139.86,99.04,1.30,35.89,49.52,0.00,0.00,,,,23 Jul 2020,1254360000003739147,1,275.94,CHECK,2020-07-23
,,MONROE EXCAVATING AND PAVING LLC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4274,2020-06-22,2020-07-22,paid,199.99,88.00,111.99,76.59,1.30,42.80,38.30,0.00,9.00,,,,27 Jul 2020,1254360000003739097,1,228.05,AUTHORIZE.NET,2020-07-27
,,KALANI CONSTRUCTION INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4273,2020-06-22,2020-07-22,paid,484.49,208.92,275.57,218.89,1.30,45.18,109.45,0.00,0.00,,,,28 Jul 2020,1254360000003750007,1,610.36,CHECK,2020-07-28
,,BLUE MAPLE MASONRY,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4272,2020-06-19,2020-08-03,paid,90.00,31.50,58.50,45.00,1.30,54.50,22.50,0.00,4.05,,,,02 Jul 2020,1254360000003711974,1,107.35,AUTHORIZE.NET,2020-07-02
,,WORLD CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4271,2020-06-19,2020-07-19,paid,349.98,2562.42,-2212.44,-2990.92,1.30,-850.10,-1495.46,0.00,15.75,,,,19 Jun 2020,1254360000003711634,1,381.30,AUTHORIZE.NET,2020-06-19
,,OSTEEN BROTHERS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4270,2020-06-19,2020-07-19,paid,499.90,246.80,253.10,162.56,1.30,37.02,81.28,0.00,22.50,,,,19 Jun 2020,1254360000003711430,1,529.90,AUTHORIZE.NET,2020-06-19
,,STEEL-CRETE INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4269,2020-06-19,2020-07-19,paid,823.70,577.70,246.00,44.62,1.30,9.92,22.31,0.00,37.07,,,,20 Jul 2020,1254360000003711001,1,960.63,AUTHORIZE.NET,2020-07-20
,,AZ TRUSTED AIR,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4268,2020-06-17,2020-06-17,paid,224.73,140.95,83.78,37.38,1.00,37.28,18.69,0.00,10.11,,,,17 Jun 2020,1254360000003684165,1,279.45,AUTHORIZE.NET,2020-06-17
,,FISHER UNDERGROUND CONST. INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4267,2020-06-17,2020-07-17,paid,93.78,31.26,62.52,48.92,1.30,56.67,24.46,0.00,4.22,,,,22 Jul 2020,1254360000003684079,1,108.78,AUTHORIZE.NET,2020-07-22
,,SCHMITZ BOBCAT SERVICE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4266,2020-06-16,2020-07-16,paid,409.98,144.55,265.43,203.62,1.30,,101.81,0.00,18.45,37.54,,,,1254360000003683561,1,489.54,AUTHORIZE.NET,2020-06-17
,,GARAGE STORE,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4265,2020-06-16,2020-08-15,paid,2299.60,1385.00,914.60,401.62,1.00,39.77,200.81,0.00,103.48,,,,19 Jun 2020,1254360000003683493,1,2253.60,AUTHORIZE.NET,2020-06-19
,,EARTH CONCRETE LTD,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4264,2020-06-12,2020-07-12,paid,697.56,278.50,419.06,316.12,1.30,49.82,158.06,0.00,31.39,,,,19 Jun 2020,1254360000003664003,1,883.20,AUTHORIZE.NET,2020-06-19
,,SOBOLIK CONSTRUCTION,TONY DELJOOI,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,4263,2020-06-11,2020-07-11,paid,179.00,65.92,113.08,93.30,1.30,52.13,46.65,0.00,0.00,,,,10 Jul 2020,1254360000003650518,1,211.52,CHECK,2020-07-10
